simulation_time_hrs, _810.2, _822.1, _826.2, _856.2, _864.1, _848.1, _848.2, _848.3, _840.1, _840.2, _840.3, _838.2, _890.1, _890.2, _890.3
6.004166666666666, 1.035619490939152, 0.9882584814228008, 1.0112736199684926, 0.9998444161717914, 0.969452913212599, 0.9668644557852977, 0.9817098221440299, 0.9863693172098517, 0.96618841597886, 0.9812891359807197, 0.985793333863526, 0.9811394974540576, 0.9587510658689646, 0.975126775289693, 0.9779843322064647
6.020833333333333, 1.035640396872285, 0.9939344949243906, 1.0113211699389748, 0.9998543689684695, 0.9809296946193952, 0.9783451108265571, 0.9878157079211467, 0.9918671184283533, 0.9776632094126847, 0.9873905872833193, 0.9912906750196095, 0.987242030964644, 0.9702152686216052, 0.9812051505685011, 0.983497278953993
6.0375, 1.0356632261455818, 0.9995979347278956, 1.0113746084410773, 0.9998709387353519, 0.9924582659240374, 0.9898774333796164, 0.993929137986767, 0.9973495201463917, 0.9891896436844679, 0.9934995676495891, 0.9967726660729346, 0.9933520966718198, 0.9817321096414966, 0.9872913926639174, 0.988995467596355
6.054166666666666, 1.035687090853908, 1.0052443970537779, 1.0114310315378803, 0.9998904755625906, 1.0040328838964292, 1.001455527580956, 1.000044843044184, 1.0028140785369466, 1.0007618057845131, 0.9996108194512826, 1.0022368636784194, 0.9994644204035324, 0.9932953128579699, 0.993380069774516, 0.9944760170763335
6.070833333333334, 1.0356371647629592, 1.0049706813505912, 1.0112719169552586, 0.9996799187823533, 1.009638334506528, 1.0070613041850947, 1.0058883564618049, 1.0084481757667205, 1.0063657514337778, 1.0054510011287385, 1.0078677228126647, 1.0053056160087117, 0.9988984982655426, 0.9992031850525172, 1.0001082455565073
6.0875, 1.0355868427173966, 1.0046922577201012, 1.0111115953499443, 0.9994677644561066, 1.0152305318918486, 1.0126536332197764, 1.0117255735356954, 1.0140710725949484, 1.0119562419843269, 1.0112849098223042, 1.0134873969529201, 1.0111405260838167, 1.0044882411804354, 1.0050200978094326, 1.00572929866409
6.104166666666667, 1.035535999916686, 1.004411596959377, 1.0109496986279862, 0.9992536299286133, 1.0208122073065673, 1.0182353212988569, 1.0175560372614956, 1.0196837320859775, 1.0175360939613802, 1.0171120866308037, 1.019096849310891, 1.0169686910332858, 1.0100674650343735, 1.0108305123233663, 1.011340223359402
6.120833333333334, 1.0354846316026667, 1.004128688645757, 1.01078621269072, 0.9990374985247072, 1.0263832745043384, 1.0238062836931319, 1.0233796820406666, 1.0252860674785054, 1.0231052228024662, 1.0229324657359617, 1.024695993044291, 1.0227900452746024, 1.015636082337585, 1.0166343580940131, 1.0169409304761161
6.1375, 1.0354327330864797, 1.003843522693572, 1.0106211236519442, 0.9988193538289163, 1.0319436473125287, 1.0293664357240986, 1.029196442024273, 1.0308779919070286, 1.028663543993079, 1.0287459810748125, 1.0302847412092173, 1.0286045229754592, 1.0211940057393143, 1.0224315645078104, 1.0225313308244974
6.154166666666667, 1.0355020297993718, 1.009690636276622, 1.01082186813402, 0.9990295125341193, 1.038024314447054, 1.0354480675051014, 1.029441516346808, 1.030629650564451, 1.0347410167200892, 1.0289900535108543, 1.0300395208994406, 1.028848596821831, 1.0272626269826262, 1.022668613864142, 1.0222996786506042
6.170833333333333, 1.03549236257953, 1.009653197697308, 1.0107915400282066, 0.9989922753147716, 1.0379680964057476, 1.0353901137207049, 1.0293866549873256, 1.0305821991058723, 1.0346831331901496, 1.0289353753186536, 1.029992195790758, 1.0287938514342523, 1.027202639975375, 1.0226125821353218, 1.0222502096744819
6.1875, 1.035482563201617, 1.0096121686843689, 1.0107607610840774, 0.9989544065375857, 1.0379073998740864, 1.0353275634562582, 1.029330707678642, 1.0305326658335454, 1.0346206422583692, 1.0288796169435335, 1.0299427904705765, 1.0287380238586987, 1.0271378500183712, 1.02255525649445, 1.0221984868534886
6.204166666666667, 1.0354726197073045, 1.0095705177198546, 1.0107295292211556, 0.9989159799762447, 1.0378457896159152, 1.0352640717166444, 1.029273935229044, 1.0304823944964487, 1.0345572106170002, 1.0288230362183775, 1.02989264896018, 1.0286813728988948, 1.0270720841481926, 1.0224970841695125, 1.0221459926573293
6.220833333333333, 1.0354625318381374, 1.0095282626485618, 1.0106978438730763, 0.9988769954283194, 1.0377832869320762, 1.035199660336212, 1.0292163383246606, 1.0304313947631498, 1.0344928601777434, 1.028765633813719, 1.0298417809314824, 1.0286238992301415, 1.0270053654148932, 1.0224380670916602, 1.0220927376842732
6.2375, 1.0354522994156383, 1.0094854028718134, 1.0106657044804646, 0.9988374522073732, 1.0377198909538419, 1.0351343284205667, 1.0291579159548951, 1.0303796658712483, 1.0344275900465343, 1.0287074087219148, 1.0297901856241185, 1.0285656018431724, 1.026937692883557, 1.0223782042349259, 1.0220387211344248
6.254166666666666, 1.0354419221539766, 1.0094419372246535, 1.0106331101452666, 0.9987973492071863, 1.0376556000068047, 1.0350680742457856, 1.0290986664828148, 1.030327206440047, 1.0343613984999416, 1.0286483593111797, 1.029737861660838, 1.0285064791037801, 1.0268690647567453, 1.0223174939237565, 1.0219839415593337
6.270833333333333, 1.035384097910214, 1.0095769838554987, 1.0104568608163662, 0.9986012324659701, 1.0378210578226321, 1.035235780840343, 1.0288453069243677, 1.0366925662543238, 1.034527973289239, 1.0283980052255255, 1.036097742958156, 1.0282560010295807, 1.027029323550709, 1.0220798858197515, 1.0283305158758205
6.2875, 1.0353737101477531, 1.009533150736816, 1.0104242638516305, 0.9985611401620369, 1.0377561509281763, 1.0351688884209702, 1.0287861054822625, 1.0366400516303929, 1.0344611486694273, 1.028339005101879, 1.0360453679184523, 1.028196929496385, 1.0269601722911628, 1.0220192540583546, 1.028275770654315
