simulation_time_hrs,base_load_kW,total_demand_kW,HOME,DESTINATION,WORK
23.0,2002.245238,0.0,0.0,0.0,0.0
23.016666666666666,1998.169048,0.0,0.0,0.0,0.0
23.033333333333335,1994.100603,0.0,0.0,0.0,0.0
23.05,1990.040049,0.0,0.0,0.0,0.0
23.066666666666666,1985.987741,0.0,0.0,0.0,0.0
23.083333333333332,1981.943814,0.0,0.0,0.0,0.0
23.1,1977.908256,0.0,0.0,0.0,0.0
23.116666666666667,1973.881062,0.0,0.0,0.0,0.0
23.133333333333333,1969.862215,0.0,0.0,0.0,0.0
23.15,1965.851689,0.0,0.0,0.0,0.0
23.166666666666668,1961.849457,0.0,0.0,0.0,0.0
23.183333333333334,1957.855493,0.0,0.0,0.0,0.0
23.2,1953.869835,0.0,0.0,0.0,0.0
23.216666666666665,1949.892599,0.0,0.0,0.0,0.0
23.233333333333334,1945.923826,0.0,0.0,0.0,0.0
23.25,1941.963598,0.0,0.0,0.0,0.0
23.266666666666666,1938.012144,0.0,0.0,0.0,0.0
23.283333333333335,1934.069545,0.0,0.0,0.0,0.0
23.3,1930.13584,0.0,0.0,0.0,0.0
23.316666666666666,1926.211138,0.0,0.0,0.0,0.0
23.333333333333332,1922.295473,0.0,0.0,0.0,0.0
23.35,1918.388823,0.0,0.0,0.0,0.0
23.366666666666667,1914.491169,0.0,0.0,0.0,0.0
23.383333333333333,1910.602488,0.0,0.0,0.0,0.0
23.4,1906.722751,0.0,0.0,0.0,0.0
23.416666666666668,1902.851923,0.0,0.0,0.0,0.0
23.433333333333334,1898.989974,0.0,0.0,0.0,0.0
23.45,1895.13687,0.0,0.0,0.0,0.0
23.466666666666665,1891.29256,0.0,0.0,0.0,0.0
23.483333333333334,1887.457008,0.0,0.0,0.0,0.0
23.5,1883.63017,0.0,0.0,0.0,0.0
23.516666666666666,1879.811977,0.0,0.0,0.0,0.0
23.533333333333335,1876.002388,0.0,0.0,0.0,0.0
23.55,1872.201365,0.0,0.0,0.0,0.0
23.566666666666666,1868.40886,0.0,0.0,0.0,0.0
23.583333333333332,1864.624839,0.0,0.0,0.0,0.0
23.6,1860.849269,0.0,0.0,0.0,0.0
23.616666666666667,1857.082108,0.0,0.0,0.0,0.0
23.633333333333333,1853.323323,0.0,0.0,0.0,0.0
23.65,1849.572897,0.0,0.0,0.0,0.0
23.666666666666668,1845.83083,0.0,0.0,0.0,0.0
23.683333333333334,1842.09711,0.0,0.0,0.0,0.0
23.7,1838.371879,0.0,0.0,0.0,0.0
23.716666666666665,1834.655507,0.0,0.0,0.0,0.0
23.733333333333334,1830.948143,0.0,0.0,0.0,0.0
23.75,1827.250068,0.0,0.0,0.0,0.0
23.766666666666666,1823.561968,0.0,0.0,0.0,0.0
23.783333333333335,1819.884121,0.0,0.0,0.0,0.0
23.8,1816.216676,0.0,0.0,0.0,0.0
23.816666666666666,1812.560005,0.0,0.0,0.0,0.0
23.833333333333332,1808.914246,0.0,0.0,0.0,0.0
23.85,1805.279371,0.0,0.0,0.0,0.0
23.866666666666667,1801.655338,0.0,0.0,0.0,0.0
23.883333333333333,1798.042114,0.0,0.0,0.0,0.0
23.9,1794.439684,0.0,0.0,0.0,0.0
23.916666666666668,1790.848063,0.0,0.0,0.0,0.0
23.933333333333334,1787.267249,0.0,0.0,0.0,0.0
23.95,1783.69761,0.0,0.0,0.0,0.0
23.966666666666665,1780.140066,0.0,0.0,0.0,0.0
23.983333333333334,1776.595003,0.0,0.0,0.0,0.0
24.0,1773.063121,0.0,0.0,0.0,0.0
24.016666666666666,1769.546088,0.0,0.0,0.0,0.0
24.033333333333335,1766.044593,0.0,0.0,0.0,0.0
24.05,1762.559016,0.0,0.0,0.0,0.0
24.066666666666666,1759.090264,0.0,0.0,0.0,0.0
24.083333333333332,1755.638688,0.0,0.0,0.0,0.0
24.1,1752.204267,0.0,0.0,0.0,0.0
24.116666666666667,1748.786997,0.0,0.0,0.0,0.0
24.133333333333333,1745.386846,0.0,0.0,0.0,0.0
24.15,1742.003761,0.0,0.0,0.0,0.0
24.166666666666668,1738.637687,0.0,0.0,0.0,0.0
24.183333333333334,1735.288577,0.0,0.0,0.0,0.0
24.2,1731.95656,0.0,0.0,0.0,0.0
24.216666666666665,1728.642012,0.0,0.0,0.0,0.0
24.233333333333334,1725.345074,0.0,0.0,0.0,0.0
24.25,1722.066016,0.0,0.0,0.0,0.0
24.266666666666666,1718.805545,0.0,0.0,0.0,0.0
24.283333333333335,1715.563929,0.0,0.0,0.0,0.0
24.3,1712.341302,0.0,0.0,0.0,0.0
24.316666666666666,1709.138025,0.0,0.0,0.0,0.0
24.333333333333332,1705.954221,0.0,0.0,0.0,0.0
24.35,1702.789845,0.0,0.0,0.0,0.0
24.366666666666667,1699.644867,0.0,0.0,0.0,0.0
24.383333333333333,1696.519238,0.0,0.0,0.0,0.0
24.4,1693.412896,0.0,0.0,0.0,0.0
24.416666666666668,1690.32577,0.0,0.0,0.0,0.0
24.433333333333334,1687.257798,0.0,0.0,0.0,0.0
24.45,1684.208926,0.0,0.0,0.0,0.0
24.466666666666665,1681.179105,0.0,0.0,0.0,0.0
24.483333333333334,1678.168282,0.0,0.0,0.0,0.0
24.5,1675.176407,0.0,0.0,0.0,0.0
24.516666666666666,1672.203431,0.0,0.0,0.0,0.0
24.533333333333335,1669.249303,0.0,0.0,0.0,0.0
24.55,1666.313973,0.0,0.0,0.0,0.0
24.566666666666666,1663.397391,0.0,0.0,0.0,0.0
24.583333333333332,1660.499508,0.0,0.0,0.0,0.0
24.6,1657.620266,0.0,0.0,0.0,0.0
24.616666666666667,1654.759608,0.0,0.0,0.0,0.0
24.633333333333333,1651.917479,0.0,0.0,0.0,0.0
24.65,1649.093831,0.0,0.0,0.0,0.0
24.666666666666668,1646.288625,0.0,0.0,0.0,0.0
24.683333333333334,1643.501818,0.0,0.0,0.0,0.0
24.7,1640.733442,0.0,0.0,0.0,0.0
24.716666666666665,1637.983649,0.0,0.0,0.0,0.0
24.733333333333334,1635.252477,0.0,0.0,0.0,0.0
24.75,1632.540031,0.0,0.0,0.0,0.0
24.766666666666666,1629.846624,0.0,0.0,0.0,0.0
24.783333333333335,1627.172359,0.0,0.0,0.0,0.0
24.8,1624.517277,0.0,0.0,0.0,0.0
24.816666666666666,1621.881531,0.0,0.0,0.0,0.0
24.833333333333332,1619.265158,0.0,0.0,0.0,0.0
24.85,1616.668108,0.0,0.0,0.0,0.0
24.866666666666667,1614.09033,0.0,0.0,0.0,0.0
24.883333333333333,1611.531772,0.0,0.0,0.0,0.0
24.9,1608.992395,0.0,0.0,0.0,0.0
24.916666666666668,1606.47217,0.0,0.0,0.0,0.0
24.933333333333334,1603.971067,0.0,0.0,0.0,0.0
24.95,1601.489229,0.0,0.0,0.0,0.0
24.966666666666665,1599.027073,0.0,0.0,0.0,0.0
24.983333333333334,1596.584754,0.0,0.0,0.0,0.0
25.0,1594.162582,0.0,0.0,0.0,0.0
25.016666666666666,1591.761335,0.0,0.0,0.0,0.0
25.033333333333335,1589.381319,0.0,0.0,0.0,0.0
25.05,1587.022689,0.0,0.0,0.0,0.0
25.066666666666666,1584.685857,0.0,0.0,0.0,0.0
25.083333333333332,1582.370962,0.0,0.0,0.0,0.0
25.1,1580.077969,0.0,0.0,0.0,0.0
25.116666666666667,1577.806847,0.0,0.0,0.0,0.0
25.133333333333333,1575.557552,0.0,0.0,0.0,0.0
25.15,1573.330032,0.0,0.0,0.0,0.0
25.166666666666668,1571.124234,0.0,0.0,0.0,0.0
25.183333333333334,1568.940109,0.0,0.0,0.0,0.0
25.2,1566.777696,0.0,0.0,0.0,0.0
25.216666666666665,1564.637158,0.0,0.0,0.0,0.0
25.233333333333334,1562.51854,0.0,0.0,0.0,0.0
25.25,1560.421954,0.0,0.0,0.0,0.0
25.266666666666666,1558.347727,0.0,0.0,0.0,0.0
25.283333333333335,1556.295974,0.0,0.0,0.0,0.0
25.3,1554.266737,0.0,0.0,0.0,0.0
25.316666666666666,1552.260177,0.0,0.0,0.0,0.0
25.333333333333332,1550.276332,0.0,0.0,0.0,0.0
25.35,1548.315163,0.0,0.0,0.0,0.0
25.366666666666667,1546.376632,0.0,0.0,0.0,0.0
25.383333333333333,1544.460699,0.0,0.0,0.0,0.0
25.4,1542.56731,0.0,0.0,0.0,0.0
25.416666666666668,1540.696411,0.0,0.0,0.0,0.0
25.433333333333334,1538.847955,0.0,0.0,0.0,0.0
25.45,1537.021895,0.0,0.0,0.0,0.0
25.466666666666665,1535.218191,0.0,0.0,0.0,0.0
25.483333333333334,1533.4368,0.0,0.0,0.0,0.0
25.5,1531.67768,0.0,0.0,0.0,0.0
25.516666666666666,1529.940795,0.0,0.0,0.0,0.0
25.533333333333335,1528.226105,0.0,0.0,0.0,0.0
25.55,1526.533569,0.0,0.0,0.0,0.0
25.566666666666666,1524.863144,0.0,0.0,0.0,0.0
25.583333333333332,1523.214792,0.0,0.0,0.0,0.0
25.6,1521.588481,0.0,0.0,0.0,0.0
25.616666666666667,1519.9842,0.0,0.0,0.0,0.0
25.633333333333333,1518.40192,0.0,0.0,0.0,0.0
25.65,1516.841583,0.0,0.0,0.0,0.0
25.666666666666668,1515.303112,0.0,0.0,0.0,0.0
25.683333333333334,1513.78644,0.0,0.0,0.0,0.0
25.7,1512.291229,0.0,0.0,0.0,0.0
25.716666666666665,1510.816733,0.0,0.0,0.0,0.0
25.733333333333334,1509.362596,0.0,0.0,0.0,0.0
