charge_event_id,SE_id,pev_id,pev_type,start_time,end_time_chg,end_time_prk,dest_type,soc_i,soc_f,ES_strategy,VS_strategy,Ext_strategy
1400,12,100,ld_100kWh,2.1769213072426705,_,2.4745771610974385,_,0.11942049723566141,1.0,NA,NA,ext0005q
1401,12,101,ld_100kWh,4.0276145254778095,_,4.170471668334953,_,0.05939758498472496,1.0,NA,NA,ext0005q
1402,12,102,ld_100kWh,5.031532995503624,_,5.475914227497633,_,0.1303679598257867,1.0,NA,NA,ext0005q
1403,12,103,ld_100kWh,5.979853957333461,_,6.4280417575652855,_,0.06894354086612524,0.9417309827777552,NA,NA,ext0005q
1404,12,104,ld_100kWh,7.059835062344368,_,7.533345113304545,_,0.20189443159077375,1.0,NA,NA,ext0005q
1405,12,105,ld_100kWh,8.181452628807484,_,8.324309771664627,_,0.09720994233817477,0.8791831920477112,NA,NA,ext0005q
1406,12,106,ld_100kWh,9.184366801522504,_,9.327223944379647,_,0.20969130054611362,1.0,NA,NA,ext0005q
1407,12,107,ld_100kWh,10.268383992267871,_,10.411241135125014,_,0.11808784342043101,1.0,NA,NA,ext0005q
1408,12,108,ld_100kWh,12.022516627580746,_,12.51777660205349,_,0.28079381587782665,0.869140514477477,NA,NA,ext0005q
1409,12,109,ld_100kWh,12.839698647304207,_,13.740615408189257,_,0.06359707258679399,1.0,NA,NA,ext0005q
1410,12,110,ld_100kWh,14.094184428133364,_,14.237041570990506,_,0.28468852367675446,0.9677037690333872,NA,NA,ext0005q
1411,12,111,ld_100kWh,14.418133629565611,_,14.560990772422754,_,0.160398620485113,0.8899455054873484,NA,NA,ext0005q
1412,12,112,ld_100kWh,15.921424231149022,_,16.064281374006164,_,0.0768206621393026,1.0,NA,NA,ext0005q
1413,12,113,ld_100kWh,16.662579972135415,_,16.836873303033233,_,0.2436949580423311,1.0,NA,NA,ext0005q
1414,12,114,ld_100kWh,17.52539414867789,_,17.924364526881597,_,0.14263267071393637,0.9786061256443894,NA,NA,ext0005q
1415,12,115,ld_100kWh,18.44516133519265,_,18.588018478049793,_,0.14093306032908798,0.9164677055427961,NA,NA,ext0005q
1416,12,116,ld_100kWh,19.78905112056186,_,20.113874469689936,_,0.20560627654167574,0.9582449814344288,NA,NA,ext0005q
