charge_event_id,SE_id,pev_id,pev_type,start_time,end_time_chg,end_time_prk,dest_type,soc_i,soc_f,ES_strategy,VS_strategy,Ext_strategy
1800,12,100,ld_100kWh,1.3326074305743152,_,1.475464573431458,_,0.1783674073298287,1.0,NA,NA,ext0005q
1801,12,101,ld_100kWh,4.9614184046091125,_,5.104275547466256,_,0.23218966596192997,0.8593218885823541,NA,NA,ext0005q
1802,12,102,ld_100kWh,5.962189649870235,_,6.105046792727379,_,0.07116646354161853,1.0,NA,NA,ext0005q
1803,12,103,ld_100kWh,7.017058023021699,_,7.461568424324324,_,0.07204264994621935,1.0,NA,NA,ext0005q
1804,12,104,ld_100kWh,8.17438877542415,_,9.285505164514442,_,0.05584796248449973,0.927936857273619,NA,NA,ext0005q
1805,12,105,ld_100kWh,11.393001225725694,_,11.535858368582836,_,0.2994852171668046,1.0,NA,NA,ext0005q
1806,12,106,ld_100kWh,11.885379028330968,_,12.559566821158453,_,0.21596020612338657,1.0,NA,NA,ext0005q
1807,12,107,ld_100kWh,12.867125195594765,_,13.009982338451907,_,0.2838621510686812,1.0,NA,NA,ext0005q
1808,12,108,ld_100kWh,13.963152141389902,_,14.143893633963017,_,0.23885861375104056,1.0,NA,NA,ext0005q
1809,12,109,ld_100kWh,14.268370766995618,_,14.41122790985276,_,0.15579109688506393,0.9358688621944655,NA,NA,ext0005q
1810,12,110,ld_100kWh,18.18277526782684,_,18.575827363722482,_,0.055151129926834144,0.8889153904875581,NA,NA,ext0005q
1811,12,111,ld_100kWh,19.788354843197553,_,19.931211986054695,_,0.1030814104880751,1.0,NA,NA,ext0005q
1812,12,112,ld_100kWh,20.30118616882737,_,20.444043311684513,_,0.06141229165842456,0.9770735301441729,NA,NA,ext0005q
1813,12,113,ld_100kWh,22.308068107051067,_,22.81942011796428,_,0.15778937450657615,1.0,NA,NA,ext0005q
1814,14,114,ld_100kWh,1.0239830741112852,_,1.166840216968428,_,0.26985120780225147,0.9182340911501761,NA,NA,ext0005q
1815,14,115,ld_100kWh,4.453135724735505,_,4.871492671544697,_,0.07890120844314781,1.0,NA,NA,ext0005q
1816,14,116,ld_100kWh,5.491964959703753,_,5.796642686415083,_,0.15815091785108548,1.0,NA,NA,ext0005q
1817,14,117,ld_100kWh,6.418400027945867,_,6.773475571615084,_,0.222232248238655,0.9007131053434405,NA,NA,ext0005q
1818,14,118,ld_100kWh,12.711328374507593,_,12.97694602143141,_,0.08833913252779686,0.9383359121686398,NA,NA,ext0005q
1819,14,119,ld_100kWh,13.398005911604045,_,13.804393652231836,_,0.1578812357026818,1.0,NA,NA,ext0005q
1820,14,120,ld_100kWh,14.496124949512783,_,14.941839813843295,_,0.13355198124486678,0.8798398603599561,NA,NA,ext0005q
1821,14,121,ld_100kWh,15.151003977264661,_,15.897867058639278,_,0.2737828504231725,1.0,NA,NA,ext0005q
1822,14,122,ld_100kWh,16.16005796610014,_,16.520693462124267,_,0.24245737984691534,0.9685023058725586,NA,NA,ext0005q
1823,14,123,ld_100kWh,17.346886652659915,_,17.56428459666683,_,0.29232402990393946,0.9698459484184216,NA,NA,ext0005q
1824,14,124,ld_100kWh,18.137263091387396,_,18.46842221648512,_,0.25315439787085897,1.0,NA,NA,ext0005q
1825,14,125,ld_100kWh,21.790412347551683,_,22.20228493488608,_,0.1351829326008463,0.9390152330206618,NA,NA,ext0005q
1826,14,126,ld_100kWh,24.617023148640627,_,25.076398874199644,_,0.26967369590685714,1.0,NA,NA,ext0005q
1827,16,127,ld_100kWh,3.6214084920957568,_,4.038770526554329,_,0.16304431591246904,0.9245342129609525,NA,NA,ext0005q
1828,16,128,ld_100kWh,5.707651408035042,_,6.238396853929398,_,0.21157154219855945,0.9097280639157184,NA,NA,ext0005q
1829,16,129,ld_100kWh,7.142922621307365,_,8.073180096297648,_,0.20696587880093753,1.0,NA,NA,ext0005q
1830,16,130,ld_100kWh,8.835776752925426,_,9.222000038381148,_,0.14871312538316694,0.9030290598404344,NA,NA,ext0005q
1831,16,131,ld_100kWh,10.065215336655262,_,10.511991703957825,_,0.10651410047670974,0.9085500045654508,NA,NA,ext0005q
1832,16,132,ld_100kWh,11.573984755708478,_,11.960894450602396,_,0.17937680344311197,1.0,NA,NA,ext0005q
1833,16,133,ld_100kWh,12.421008366813597,_,13.217516248684522,_,0.17340371171350683,0.9050501517893567,NA,NA,ext0005q
1834,16,134,ld_100kWh,13.574825443710042,_,13.88640324678937,_,0.058469618498668594,0.8542459011585127,NA,NA,ext0005q
1835,16,135,ld_100kWh,14.731562552019078,_,14.87441969487622,_,0.23091070938211639,0.9591824656703694,NA,NA,ext0005q
