charge_event_id,SE_id,pev_id,pev_type,start_time,end_time_chg,end_time_prk,dest_type,soc_i,soc_f,ES_strategy,VS_strategy,Ext_strategy
5000,11,100,ld_100kWh,1.99021200867662,_,3.0971591080905214,_,0.21930584031781042,1.0,NA,NA,ext0005q
5001,11,101,ld_100kWh,4.22847513155858,_,5.303958730854106,_,0.1726284392143429,0.8507204156071255,NA,NA,ext0005q
5002,11,102,ld_100kWh,6.075984242210451,_,7.9593973836702805,_,0.2346355725854507,1.0,NA,NA,ext0005q
5003,11,103,ld_100kWh,8.866330603497236,_,9.482519493412816,_,0.1487188835403705,0.9482010275245963,NA,NA,ext0005q
5004,11,104,ld_100kWh,9.663273374293945,_,10.027859785833163,_,0.122985154900689,0.9763808792283141,NA,NA,ext0005q
5005,11,105,ld_100kWh,10.513918704230136,_,11.621704432907276,_,0.24603092154661976,0.8810416377770258,NA,NA,ext0005q
5006,11,106,ld_100kWh,12.11589344723435,_,12.90935797636738,_,0.2333321402466138,0.9723125074550811,NA,NA,ext0005q
5007,11,107,ld_100kWh,13.161860321385037,_,13.835129592527089,_,0.17710778873560507,0.9914824982240793,NA,NA,ext0005q
5008,11,108,ld_100kWh,13.99765998542089,_,15.494105395017712,_,0.2602761420040961,1.0,NA,NA,ext0005q
5009,11,109,ld_100kWh,16.372092797586518,_,16.99482360160976,_,0.07003087876697607,1.0,NA,NA,ext0005q
5010,11,110,ld_100kWh,17.636190204889026,_,17.969523538222358,_,0.12319782947492432,0.911232028104159,NA,NA,ext0005q
5011,11,111,ld_100kWh,18.548843611728387,_,20.29826804577783,_,0.2776119088281834,1.0,NA,NA,ext0005q
5012,11,112,ld_100kWh,20.95775771444346,_,21.217974347222476,_,0.12020528982201557,0.903312098154072,NA,NA,ext0005q
5013,11,113,ld_100kWh,22.180993296645024,_,22.78885183287881,_,0.2296537981254731,1.0,NA,NA,ext0005q
5014,11,114,ld_100kWh,24.478998366700484,_,25.23219211218263,_,0.13762709544060997,0.8667126629287435,NA,NA,ext0005q
5015,13,115,ld_100kWh,1.8732289526186143,_,2.2585145802334825,_,0.22812012920376507,0.8979341610598682,NA,NA,ext0005q
5016,13,116,ld_100kWh,3.552189739849963,_,5.191484630336552,_,0.08288005701019739,1.0,NA,NA,ext0005q
5017,13,117,ld_100kWh,5.905943430016375,_,6.414036980935539,_,0.14158467871213215,1.0,NA,NA,ext0005q
5018,13,118,ld_100kWh,7.1546609774653644,_,8.421696010205098,_,0.27605153031840024,1.0,NA,NA,ext0005q
5019,13,119,ld_100kWh,9.290621186588256,_,10.235167807068104,_,0.12330169329473699,0.9445825638154504,NA,NA,ext0005q
5020,13,120,ld_100kWh,10.646375516235764,_,12.035780871567223,_,0.22159894954162146,0.9511943762706386,NA,NA,ext0005q
5021,13,121,ld_100kWh,12.3401122615438,_,13.192304575749498,_,0.2385728571458024,1.0,NA,NA,ext0005q
5022,13,122,ld_100kWh,13.555366057404433,_,14.021679370930292,_,0.27265343935904646,1.0,NA,NA,ext0005q
5023,13,123,ld_100kWh,14.777119843033994,_,16.372218876264043,_,0.06749970975977142,0.859467576848291,NA,NA,ext0005q
5024,13,124,ld_100kWh,17.348242747079077,_,17.68157608041241,_,0.25967953900423685,1.0,NA,NA,ext0005q
5025,13,125,ld_100kWh,18.24208154403917,_,18.575414877372502,_,0.29416904521219,0.9646935523716532,NA,NA,ext0005q
