charge_event_id,SE_id,pev_id,pev_type,start_time,end_time_chg,end_time_prk,dest_type,soc_i,soc_f,ES_strategy,VS_strategy,Ext_strategy
1200,12,100,ld_100kWh,1.047131982903415,_,1.1899891257605577,_,0.08223354384296779,1.0,NA,NA,ext0005q
1201,12,101,ld_100kWh,3.114508807634505,_,3.497506326585315,_,0.23834610024794456,0.9131366035479861,NA,NA,ext0005q
1202,12,102,ld_100kWh,4.4725530330878644,_,4.871691871199935,_,0.23975382974188364,0.8958356200820231,NA,NA,ext0005q
1203,12,103,ld_100kWh,5.8290552836816385,_,6.428362979543624,_,0.11318286882789595,0.9050675375068187,NA,NA,ext0005q
1204,12,104,ld_100kWh,6.987179169068843,_,7.130036311925986,_,0.13529826224239155,0.932765850024502,NA,NA,ext0005q
1205,12,105,ld_100kWh,7.882600847247243,_,8.025457990104385,_,0.2081763927103446,1.0,NA,NA,ext0005q
1206,12,106,ld_100kWh,9.706467991037666,_,10.40884358749535,_,0.17508182021322954,1.0,NA,NA,ext0005q
1207,12,107,ld_100kWh,10.660202058052809,_,11.116183979496777,_,0.28947183391522824,1.0,NA,NA,ext0005q
1208,12,108,ld_100kWh,12.915057596423107,_,13.14286345382296,_,0.22298252352209763,1.0,NA,NA,ext0005q
1209,12,109,ld_100kWh,13.479523074324907,_,13.62238021718205,_,0.22009189174485894,1.0,NA,NA,ext0005q
1210,12,110,ld_100kWh,14.616092468360993,_,15.124787214282314,_,0.08470167757927359,1.0,NA,NA,ext0005q
1211,12,111,ld_100kWh,15.531321987803134,_,16.022519286795866,_,0.20605297789855664,1.0,NA,NA,ext0005q
1212,12,112,ld_100kWh,16.66642024444702,_,16.96684982114741,_,0.26355841578645006,0.9837428764051532,NA,NA,ext0005q
1213,12,113,ld_100kWh,17.9456714260088,_,18.708970190786186,_,0.2991264141356371,0.8876220980723212,NA,NA,ext0005q
1214,12,114,ld_100kWh,18.97535640869101,_,19.118213551548152,_,0.20088133422705678,0.9266580047852125,NA,NA,ext0005q
1215,12,115,ld_100kWh,19.460415520509244,_,19.909322600844572,_,0.18652258255455595,0.9838381418026938,NA,NA,ext0005q
1216,12,116,ld_100kWh,20.10588156354863,_,20.75418989870508,_,0.05808001492770269,0.8746163007291304,NA,NA,ext0005q
1217,12,117,ld_100kWh,21.71934568300974,_,22.00691916000392,_,0.0827363540096339,1.0,NA,NA,ext0005q
1218,12,118,ld_100kWh,23.193731013927753,_,23.645191341455284,_,0.12189090928657008,0.982261190397179,NA,NA,ext0005q
1219,12,119,ld_100kWh,24.964569949655456,_,25.51998487683027,_,0.15296118996960995,1.0,NA,NA,ext0005q
1220,14,120,ld_100kWh,1.3946458886997266,_,2.206062897692175,_,0.22129442074437666,0.9942293043642396,NA,NA,ext0005q
1221,14,121,ld_100kWh,3.773398708639786,_,4.370196075735608,_,0.09644546551496423,0.8700752679415278,NA,NA,ext0005q
1222,14,122,ld_100kWh,4.871023826798564,_,5.508800485596526,_,0.25430736635071005,1.0,NA,NA,ext0005q
1223,14,123,ld_100kWh,6.240371439735971,_,7.051215017818005,_,0.18864589889923683,0.9920967144447174,NA,NA,ext0005q
1224,14,124,ld_100kWh,8.553713676715503,_,9.211752839024511,_,0.28689176067107147,0.9321005931023381,NA,NA,ext0005q
1225,14,125,ld_100kWh,9.758562023698957,_,10.204964475079151,_,0.16775306997344253,1.0,NA,NA,ext0005q
1226,14,126,ld_100kWh,10.466378169877865,_,10.59197710479938,_,0.1320074861391919,1.0,NA,NA,ext0005q
1227,14,127,ld_100kWh,11.013583678939062,_,11.187466337519668,_,0.1727782020205183,1.0,NA,NA,ext0005q
1228,14,128,ld_100kWh,12.119672406485826,_,12.561894122648447,_,0.13112095398938334,1.0,NA,NA,ext0005q
1229,14,129,ld_100kWh,12.761955025937105,_,12.904812168794248,_,0.26082018465645895,1.0,NA,NA,ext0005q
1230,14,130,ld_100kWh,13.010854909117583,_,13.554012642172072,_,0.23492062747598413,0.8791046482895264,NA,NA,ext0005q
1231,14,131,ld_100kWh,13.757368162648614,_,14.236452425366105,_,0.13455808869868352,0.9885594526405674,NA,NA,ext0005q
1232,14,132,ld_100kWh,14.519780959878275,_,14.632471761644014,_,0.2286433732523354,0.9329581259969141,NA,NA,ext0005q
1233,14,133,ld_100kWh,15.12275240185543,_,15.271742659674993,_,0.055054954540100634,1.0,NA,NA,ext0005q
1234,14,134,ld_100kWh,15.417768994135972,_,15.928401690936798,_,0.24658397492048661,0.9520813833451662,NA,NA,ext0005q
1235,14,135,ld_100kWh,16.261123821193138,_,17.002216257840693,_,0.2225745521657279,1.0,NA,NA,ext0005q
1236,14,136,ld_100kWh,17.658554547182987,_,17.80141169004013,_,0.09980868844204459,0.9443948554693025,NA,NA,ext0005q
1237,14,137,ld_100kWh,18.56789244085783,_,18.71074958371497,_,0.297214126492138,1.0,NA,NA,ext0005q
1238,14,138,ld_100kWh,18.854342033847107,_,19.071656230383045,_,0.05018837221210688,1.0,NA,NA,ext0005q
1239,14,139,ld_100kWh,19.480105031608794,_,19.622962174465936,_,0.1644386612679895,0.8939926866955671,NA,NA,ext0005q
1240,14,140,ld_100kWh,20.106610297103273,_,20.249467439960416,_,0.0753990266573553,1.0,NA,NA,ext0005q
1241,14,141,ld_100kWh,21.043791758863318,_,21.810894268369122,_,0.19725144686613588,1.0,NA,NA,ext0005q
1242,14,142,ld_100kWh,22.654547304810595,_,22.895345991088945,_,0.10404760444154167,1.0,NA,NA,ext0005q
1243,16,143,ld_100kWh,3.2000978632631973,_,3.34295500612034,_,0.10371639979216891,0.9655601703982046,NA,NA,ext0005q
1244,16,144,ld_100kWh,4.1907395166967,_,4.3335966595538435,_,0.17394436977337518,0.9460488197669672,NA,NA,ext0005q
1245,16,145,ld_100kWh,5.08769209312225,_,5.656051371584828,_,0.11363775406075526,0.8803314186316015,NA,NA,ext0005q
1246,16,146,ld_100kWh,6.581598909398228,_,7.227106824194153,_,0.12599586458387096,1.0,NA,NA,ext0005q
1247,16,147,ld_100kWh,7.886963063486231,_,8.029820206343373,_,0.18084427093602107,0.9451322210586051,NA,NA,ext0005q
1248,16,148,ld_100kWh,8.843652438021563,_,8.999955145333603,_,0.12305908001475897,0.9154250272636648,NA,NA,ext0005q
1249,16,149,ld_100kWh,9.726521450623794,_,10.216804920196777,_,0.1524315789405135,0.9512559135640949,NA,NA,ext0005q
1250,16,150,ld_100kWh,11.055930620603185,_,11.265176309016503,_,0.06950661877027071,1.0,NA,NA,ext0005q
1251,16,151,ld_100kWh,11.619968946447155,_,11.762826089304298,_,0.25855785060340386,1.0,NA,NA,ext0005q
1252,16,152,ld_100kWh,12.077818589588139,_,12.220675732445281,_,0.08987956353945513,1.0,NA,NA,ext0005q
1253,16,153,ld_100kWh,12.447549649583053,_,13.020343333187974,_,0.2882744067996743,0.8585590044937985,NA,NA,ext0005q
1254,16,154,ld_100kWh,13.323911443597414,_,13.466768586454556,_,0.20262722149751444,1.0,NA,NA,ext0005q
1255,16,155,ld_100kWh,13.948357182821592,_,14.805114074881068,_,0.2575240621018485,1.0,NA,NA,ext0005q
1256,16,156,ld_100kWh,14.991239795784175,_,15.48079383558853,_,0.21079541651755868,1.0,NA,NA,ext0005q
1257,16,157,ld_100kWh,15.782821132993183,_,16.59423814198563,_,0.22129442074437666,0.9942293043642396,NA,NA,ext0005q
1258,16,158,ld_100kWh,17.33914451171429,_,17.457152254629015,_,0.15655123907465202,1.0,NA,NA,ext0005q
1259,16,159,ld_100kWh,18.10601235198064,_,18.670938913710952,_,0.0998275423286792,0.8865598978705809,NA,NA,ext0005q
1260,16,160,ld_100kWh,18.82649057444832,_,18.98279328176036,_,0.12305908001475897,0.9154250272636648,NA,NA,ext0005q
1261,16,161,ld_100kWh,19.39407785380959,_,19.536934996666734,_,0.20225434657857178,0.9741878115341454,NA,NA,ext0005q
1262,16,162,ld_100kWh,19.869475187415322,_,20.392083383412704,_,0.2929399753141666,0.9955433183826565,NA,NA,ext0005q
1263,16,163,ld_100kWh,22.287490986728262,_,22.430348129585404,_,0.09132868938610185,1.0,NA,NA,ext0005q
1264,16,164,ld_100kWh,23.841587553584578,_,24.025178370277526,_,0.1216811647674295,1.0,NA,NA,ext0005q
1265,17,165,ld_100kWh,0.8617119088149432,_,1.2996369969249155,_,0.22954035717668647,1.0,NA,NA,ext0005q
1266,17,166,ld_100kWh,2.710004710643198,_,3.2214655055006327,_,0.20055655061464206,1.0,NA,NA,ext0005q
1267,17,167,ld_100kWh,5.060105561062082,_,6.092428234511901,_,0.2702655787006475,1.0,NA,NA,ext0005q
1268,17,168,ld_100kWh,7.059258736242988,_,8.00423545503808,_,0.28923170879089893,0.9827145013529943,NA,NA,ext0005q
1269,17,169,ld_100kWh,8.507927449577759,_,8.627962049287854,_,0.18911296593717325,0.9326674160371926,NA,NA,ext0005q
1270,17,170,ld_100kWh,10.537123598493183,_,11.191718939780602,_,0.24370458127301975,0.8503367103512774,NA,NA,ext0005q
1271,17,171,ld_100kWh,11.323365084607634,_,11.90914653523651,_,0.07398655059148927,1.0,NA,NA,ext0005q
1272,17,172,ld_100kWh,12.39292841859771,_,12.509588576873707,_,0.06799087388090687,0.94660479267387,NA,NA,ext0005q
1273,17,173,ld_100kWh,12.737422850638687,_,13.383562004290667,_,0.16163176674990137,0.8843229236412715,NA,NA,ext0005q
